QueryText,KCCAns
farmer asked about fertilizer spray for cotton?,fertilizer spray for cotton:- 13: 40: 13  65 gram/ 15 liter water
farmer asked about fertilizer spray for cotton?,fertilizer spray for cotton:- 13: 40: 13  65 gram/ 15 liter water
ASKED ABOUT MARKET RATE OF POMEGRANATE  ?,MARKET RATE OF POMEGRANATE - 2000-15000 RS/QUINTAL
ASKED ABOUT MARKET RATE OF POMEGRANATE  ?,MARKET RATE OF POMEGRANATE - 2000-15000 RS/QUINTAL
asking about shining on pomogranate?,potasium sonite 3 kg / acre through drip
asking about shining on pomogranate?,potasium sonite 3 kg / acre through drip
ASKED ABOUT MARKET RATE OF ONION?,MARKET RATE OF ONION -MIN-100	 MAX-  1200  AVERAGE- 950 RS/QUINTAL
ASKED ABOUT MARKET RATE OF ONION?,MARKET RATE OF ONION -MIN-100	 MAX-  1200  AVERAGE- 950 RS/QUINTAL
Attack of Jassids/Leaf hoppers?,Jassids/Leaf hoppers:- BIO 303 - 22 ML / 15 LITERS OF WATER DAMAN
Attack of Jassids/Leaf hoppers?,Jassids/Leaf hoppers:- BIO 303 - 22 ML / 15 LITERS OF WATER DAMAN
Asking About Market Rate?,Market Rate -4950 rupees/qt.
Asking About Market Rate?,Market Rate -4950 rupees/qt.
ASKING ABOUT  FERTILIZER DOSE FOR fodder sorghum?,APPLICATION OF 10 26 26 2 BAG + UREA 1BAG
ASKING ABOUT  FERTILIZER DOSE FOR fodder sorghum?,APPLICATION OF 10 26 26 2 BAG + UREA 1BAG
Asked about Varieties of wheat?,"Varieties of wheat-Trambak,sharad,netravati,Panchwati."
Asked about Varieties of wheat?,"Varieties of wheat-Trambak,sharad,netravati,Panchwati."
ASKED ABOUT ATTACK OF WHITE GRUB IN ONION?,Chloropyriphos 30ml + Humic Acid 30ml/15 Liter of Water Drenching.
ASKED ABOUT ATTACK OF WHITE GRUB IN ONION?,Chloropyriphos 30ml + Humic Acid 30ml/15 Liter of Water Drenching.
FERTILIZER DOSE FOR SUGARCANE ?,FERTILIZER DOSE FOR SUGARCANE = 136 KG UREA + 85 KG P+ 85  KG K / HECTER
FERTILIZER DOSE FOR SUGARCANE ?,FERTILIZER DOSE FOR SUGARCANE = 136 KG UREA + 85 KG P+ 85  KG K / HECTER
ATTACK OF APHIDS ON COTTON ?,ATTACK OF APHIDS ON COTTON = SPRAY ADMIRE 5 GM /15 liter water BAYER CROP SCIENCE
ATTACK OF APHIDS ON COTTON ?,ATTACK OF APHIDS ON COTTON = SPRAY ADMIRE 5 GM /15 liter water BAYER CROP SCIENCE
farmer asked about leaf curl of okra ?,LEAF CURL OF OKRA = BIO 303 - 22 ML / 15 LITERS OF WATER DAMAN
farmer asked about leaf curl of okra ?,LEAF CURL OF OKRA = BIO 303 - 22 ML / 15 LITERS OF WATER DAMAN
ASKED ABOUT WILT ATTACK IN ONION?,Spray Blue copper -30 gm + KASUGAMYCIN /15 lit water.(COPPER OXYCHLORIDE 50% WP)  SYNGENTA
ASKED ABOUT WILT ATTACK IN ONION?,Spray Blue copper -30 gm + KASUGAMYCIN /15 lit water.(COPPER OXYCHLORIDE 50% WP)  SYNGENTA
ATTACK OF SHOOT BORER on Brinjal ?,"Spray Triazhophos 30 ml/15 liter water

Spray Nuvan 15 ml/ 15Lit of Water(Diclorvos 76%)Cheminova"
ATTACK OF SHOOT BORER on Brinjal ?,"Spray Triazhophos 30 ml/15 liter water

Spray Nuvan 15 ml/ 15Lit of Water(Diclorvos 76%)Cheminova"
FERTILIZER SPRAY FOR GROWTH FOR FENUGREEK ?,SPRAY 19 19 19 40 GM + MICROLLA 30 ML /15 LITERS OF WATER
FERTILIZER SPRAY FOR GROWTH FOR FENUGREEK ?,SPRAY 19 19 19 40 GM + MICROLLA 30 ML /15 LITERS OF WATER
ASKED ABOUT FOR FLOWERING ON BRINJAL ?,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE
ASKED ABOUT FOR FLOWERING ON BRINJAL ?,Spray Boom flower 30 ml/15 lit of Water. (NITROBENZINE 20 %)DEVI CROP SCIENCE
ASKED ABOUT VARIETIES OF GARDEN PEA ?,"VARIETIES OF GARDEN PEA -ARKEL ,JAWAHAR-1, BONVHILA,NP-29, JK-124"
ASKED ABOUT VARIETIES OF GARDEN PEA ?,"VARIETIES OF GARDEN PEA -ARKEL ,JAWAHAR-1, BONVHILA,NP-29, JK-124"
ASKING ABOUT CONTROLL OF FUNGAL ATTACK ?,Spray Amistar 5 ml/15 Liter of Water(Azactrostrobin)-Syngenta
ASKING ABOUT CONTROLL OF FUNGAL ATTACK ?,Spray Amistar 5 ml/15 Liter of Water(Azactrostrobin)-Syngenta
FARMER ASKED ABOUT MARKET RATE OF ?,MARKET RATE OF - 300	1200	900RS/QTL
FARMER ASKED ABOUT MARKET RATE OF ?,MARKET RATE OF - 300	1200	900RS/QTL
ASKING ABOUT CONTROLL OF BLIGHT ATTACK on pomogranet?,CONTROLL OF BLIGHT ATTACK on pomogranet-SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL
ASKING ABOUT CONTROLL OF BLIGHT ATTACK on pomogranet?,CONTROLL OF BLIGHT ATTACK on pomogranet-SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL
Attack  Stem Borer?,Drenching of Chloropyriphos 40 ml / 15 lit of water.
Attack  Stem Borer?,Drenching of Chloropyriphos 40 ml / 15 lit of water.
asked contact number of United India Insurance Customer Care?,United India Insurance Customer Care 1800 425 33333. Toll free Number(s): 1800 425 33333 (Mon-Fri 10 to 5.45 Pm)
asked contact number of United India Insurance Customer Care?,United India Insurance Customer Care 1800 425 33333. Toll free Number(s): 1800 425 33333 (Mon-Fri 10 to 5.45 Pm)
FARMER ASKED FERTILIZER SPRAY FOR CABBAGE ?,FERTILIZER SPRAY FOR CABBAGE SPRAY 00 52 34 60 GM + MICROLLA 30 ML /15 Lit of Water.
FARMER ASKED FERTILIZER SPRAY FOR CABBAGE ?,FERTILIZER SPRAY FOR CABBAGE SPRAY 00 52 34 60 GM + MICROLLA 30 ML /15 Lit of Water.
ASKED ABOUT ATTACK OF NEMATODE ON CAPSICUM ?,FOR CONTROL  ATTACK OF NEMATODE ON CAPSICUM TAKE  DRENCHING OF NEMAZOLE - 30 ML / 15 LITRE WATER.
ASKED ABOUT ATTACK OF NEMATODE ON CAPSICUM ?,FOR CONTROL  ATTACK OF NEMATODE ON CAPSICUM TAKE  DRENCHING OF NEMAZOLE - 30 ML / 15 LITRE WATER.
"Attack of Aphids,Thrips and Jassids on onion ?",Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta
"Attack of Aphids,Thrips and Jassids on onion ?",Spray Actra 5 gm/15 Liter of Water(Thiomithoxom 25%)-Syngenta
ASKING ABOUT SPRAY ON POMOGRANATE?,SPRAY XANTHONIL 30MILI + Z-78 30 GRAM/15 LITER OF WATER
ASKING ABOUT SPRAY ON POMOGRANATE?,SPRAY XANTHONIL 30MILI + Z-78 30 GRAM/15 LITER OF WATER
ASKED ABOUT MARKET RATE OF ONION ?,PUNE MARKET RATE OF ONION  -600-1300 RS/QUINTAL
ASKED ABOUT MARKET RATE OF ONION ?,PUNE MARKET RATE OF ONION  -600-1300 RS/QUINTAL
Asked about attack of caterpillar on cotton ?,For control attack of caterpillar on cotton  Spray Quinolphos 30 ml / 15 liter water
Asked about attack of caterpillar on cotton ?,For control attack of caterpillar on cotton  Spray Quinolphos 30 ml / 15 liter water
Attack of White Grub on sugarcane?,Humnasur 6 kg/acre(Patil Biotech)
Attack of White Grub on sugarcane?,Humnasur 6 kg/acre(Patil Biotech)
Attack of White Grub ?,Drenching of Chloropyriphos 40 ml / 15 lit of water.
Attack of White Grub ?,Drenching of Chloropyriphos 40 ml / 15 lit of water.
ASKING ABOUT CONTROLL OF BLIGHT ATTACK ?,Spray m-45 30 gm + MICROLA 30 ML /15 liter water
ASKING ABOUT CONTROLL OF BLIGHT ATTACK ?,Spray m-45 30 gm + MICROLA 30 ML /15 liter water
FARMER ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION- MIN-300    MAX- 	800	 AVERAGE-550      RS/QTL
FARMER ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION- MIN-300    MAX- 	800	 AVERAGE-550      RS/QTL
asked about fertilizer dose,Spray Roger 15 ml/15 Liter of Water(Dimethoate)-Cheminova
asked about fertilizer dose,Spray Roger 15 ml/15 Liter of Water(Dimethoate)-Cheminova
Which fertilizers use in Onion Crop?,"You should be do FYM 15-17 tonne /ha. And Nitrogen 100-120 kg. + Phosphorous 50 kg. + Potash 50 kg. And sulphar 25 kg. + Zinc sulphate 5-7 kg. /hacter...

fertilizer dose for onion- urea 1 bag  kilo+ ssp 1 bag + 30 kilo  mop / acre"
Which fertilizers use in Onion Crop?,"You should be do FYM 15-17 tonne /ha. And Nitrogen 100-120 kg. + Phosphorous 50 kg. + Potash 50 kg. And sulphar 25 kg. + Zinc sulphate 5-7 kg. /hacter...

fertilizer dose for onion- urea 1 bag  kilo+ ssp 1 bag + 30 kilo  mop / acre"
Asked about Minimum support price of maize?,Minimum support price of maize-1700/qtl.
Asked about Minimum support price of maize?,Minimum support price of maize-1700/qtl.
FUNGAL ATTACK on pomogranate ?,Spray Cabriotop 30 gm/15 Liter of Water-metiram (dithiocarbamate) Basf
FUNGAL ATTACK on pomogranate ?,Spray Cabriotop 30 gm/15 Liter of Water-metiram (dithiocarbamate) Basf
ASKED ABOUT VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) NIAW-917(TAPOWAN ) AJEET-202 AJEET-349
ASKED ABOUT VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) NIAW-917(TAPOWAN ) AJEET-202 AJEET-349
ASKED ABOUT MARKET RATE OF onion ?,MARKET RATE OF onion- 1300 RS/QUINTAL
ASKED ABOUT MARKET RATE OF onion ?,MARKET RATE OF onion- 1300 RS/QUINTAL
ATTACK OF LEAF EATING CATERPILLAR ?,Spray of Triazhophos 30 ml/15 liter water.
ATTACK OF LEAF EATING CATERPILLAR ?,Spray of Triazhophos 30 ml/15 liter water.
Asked about Market rate of onion?,Market rate of onian-400-995/qtl.
Asked about Market rate of onion?,Market rate of onian-400-995/qtl.
Asking about weather forecast?,This week weather is CLOUDY and   NO Possibility of Rainfall
Asking about weather forecast?,This week weather is CLOUDY and   NO Possibility of Rainfall
FERTILIZER DOSE FOR BRINJAL ?,FERTILIZER DOSE:- 10 : 26 : 26 1 BAG /ACRE
FERTILIZER DOSE FOR BRINJAL ?,FERTILIZER DOSE:- 10 : 26 : 26 1 BAG /ACRE
ASKING ABOUT CONTROLL OF BLIGHT ATTACK on brinjal?,CONTROLL OF BLIGHT ATTACK on brinjal-SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL
ASKING ABOUT CONTROLL OF BLIGHT ATTACK on brinjal?,CONTROLL OF BLIGHT ATTACK on brinjal-SPRAY SAAF 30 GM / 15 LITERS OF WATER (Carbendazim 12% + Mancozeb 63% WP ) UPL
FERTILIZER SPRAY ON ONION ?,SPRAY 00 52 34 60 GM /15 Lit of Water.
FERTILIZER SPRAY ON ONION ?,SPRAY 00 52 34 60 GM /15 Lit of Water.
ASKED ABOUT MARKET RATE OF on onion?,MARKET RATE OF onion-300-1200	 RS/QUINTAL
ASKED ABOUT MARKET RATE OF on onion?,MARKET RATE OF onion-300-1200	 RS/QUINTAL
VARIETIES OF GROUNDNUT ?,"VARIETIES OF GROUNDNUT -SB-11, TAG-24, TPG-41 ,TG-26 ,PHULE -285."
VARIETIES OF GROUNDNUT ?,"VARIETIES OF GROUNDNUT -SB-11, TAG-24, TPG-41 ,TG-26 ,PHULE -285."
FERTILIZER SPRAY ON ONION ?,Spray m-45 30 gm + 30 ML MICROLLA /15 Lit of Water.
FERTILIZER SPRAY ON ONION ?,Spray m-45 30 gm + 30 ML MICROLLA /15 Lit of Water.
FERTILIZER SPRAY FOR GROWTH ?,SPRAY 19 19 19 60 GM + MICROLLA 30 ML /15 LITERS OF WATER
FERTILIZER SPRAY FOR GROWTH ?,SPRAY 19 19 19 60 GM + MICROLLA 30 ML /15 LITERS OF WATER
ASKED ABOUT FERTILIZER SPRAY FOR GROWTH ON ONION ?,MICROLLA 30 ML /15 LITERS OF WATER
ASKED ABOUT FERTILIZER SPRAY FOR GROWTH ON ONION ?,MICROLLA 30 ML /15 LITERS OF WATER
Farmer asked about market rate Black Gram ?,"Market price of Black Gram -

Min-5600  Max- 6000  Average- 5750  Rs./quintal"
Farmer asked about market rate Black Gram ?,"Market price of Black Gram -

Min-5600  Max- 6000  Average- 5750  Rs./quintal"
Attack of Thrips on Onion ?,SPRAY KARATE 20 ML/15 LITERS OF WATER (Lambdacyhalothrin ) SYNGENTA
Attack of Thrips on Onion ?,SPRAY KARATE 20 ML/15 LITERS OF WATER (Lambdacyhalothrin ) SYNGENTA
ASKED ABOUT FRTILIZER DOSE FOR ONION ?,SPRAY OF 19 19 19   60 GM +MICROLLA 30 ML /15 LITRE PUMP
ASKED ABOUT FRTILIZER DOSE FOR ONION ?,SPRAY OF 19 19 19   60 GM +MICROLLA 30 ML /15 LITRE PUMP
Asking About Market Rate of onion?,Market Rate of onion-1100 rupees/qtl
Asking About Market Rate of onion?,Market Rate of onion-1100 rupees/qtl
REDDENING OF COTTON ?,SPRAY MAGNESIUM SULPHATE 60 GM + 13:00:45 60 GM/15 LITER WATER
REDDENING OF COTTON ?,SPRAY MAGNESIUM SULPHATE 60 GM + 13:00:45 60 GM/15 LITER WATER
ASKED ABOUT FERTILIZER DOSE FOR ONION?,"Fertilizer -10: 26: 26 One Bag / Acres, SAS-1 Bags / Acres, Mahadan -10 kgs 1 Bag / Acres"
ASKED ABOUT FERTILIZER DOSE FOR ONION?,"Fertilizer -10: 26: 26 One Bag / Acres, SAS-1 Bags / Acres, Mahadan -10 kgs 1 Bag / Acres"
Farmer asked about market rate?,"Market price of  - ONION

Min-1200	  Max- 1600	  Average-  1400   /quintal"
Farmer asked about market rate?,"Market price of  - ONION

Min-1200	  Max- 1600	  Average-  1400   /quintal"
VARIETIES OF GROUNDNUT ?,VARIETIES OF GROUNDNUT -SB-11 TAG-24 TPG-41 TG-26 PHULE -285
VARIETIES OF GROUNDNUT ?,VARIETIES OF GROUNDNUT -SB-11 TAG-24 TPG-41 TG-26 PHULE -285
Asking about weather forecast?,This week weather is CLEAR SKY and  NO possibility of rainfall
Asking about weather forecast?,This week weather is CLEAR SKY and  NO possibility of rainfall
asking about the marigold planting ?,"60 years of planting marigold Me From the middle of the summit taken 30 Me It should be planted by keeping the distance between two such plants. 60 x 30 Me Planting at the distance requires 40,000 hectare of seedlings"
asking about the marigold planting ?,"60 years of planting marigold Me From the middle of the summit taken 30 Me It should be planted by keeping the distance between two such plants. 60 x 30 Me Planting at the distance requires 40,000 hectare of seedlings"
ASKED ABOUT SEED TREATMENT OF GRAM ?,"SEED TREATMENT OF GRAM =APPLICATION 2 GM BAVISTIN + 2 GM THAIRAM / 1 KG SEED,AFTER THAN 250 GM RAIZOBIUM MIX IN JAGGARY SOLUTION THEN APPLY IN 10 KG TREATMED SEED."
ASKED ABOUT SEED TREATMENT OF GRAM ?,"SEED TREATMENT OF GRAM =APPLICATION 2 GM BAVISTIN + 2 GM THAIRAM / 1 KG SEED,AFTER THAN 250 GM RAIZOBIUM MIX IN JAGGARY SOLUTION THEN APPLY IN 10 KG TREATMED SEED."
asked about attack of catter pilar on okra  ?,Spray Profex 30 ml/15 liter water.( Profenofos 40%) Nagarjuna
asked about attack of catter pilar on okra  ?,Spray Profex 30 ml/15 liter water.( Profenofos 40%) Nagarjuna
ASKING ABOUT  FERTILIZER SPRAY ON ONION?,FERTILIZER SPRAY ON ONION: SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER
ASKING ABOUT  FERTILIZER SPRAY ON ONION?,FERTILIZER SPRAY ON ONION: SPRAY 12 61 00 40 60 GM + MICROLLA  30 ML /15 LITERS OF WATER
asking about fertilizer dose for onion ?,fertilizer dose for onion- urea 1 bag  kilo+ ssp 1 bag + 30 kilo  mop / acre
asking about fertilizer dose for onion ?,fertilizer dose for onion- urea 1 bag  kilo+ ssp 1 bag + 30 kilo  mop / acre
FARMER ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION- 1000- RS/QTL
FARMER ASKED ABOUT MARKET RATE OF ONION ?,MARKET RATE OF ONION- 1000- RS/QTL
ASKED ABOUT FERTILIZER SPRAY ON ONION FOR GROWTH ?,SPRAY 00 52 34  60 GM /15 Lit of Water.
ASKED ABOUT FERTILIZER SPRAY ON ONION FOR GROWTH ?,SPRAY 00 52 34  60 GM /15 Lit of Water.
Flower Drop?,Spray Plano fix 4 ml/15 Lit of Water.(NAA) BAYER
Flower Drop?,Spray Plano fix 4 ml/15 Lit of Water.(NAA) BAYER
VARIETIES OF DRUMSTICK ?,VARIETIES OF DRUMSTICK  -MORINGA ODISI PKM-1 PKM-2 CO-1 SIDHIVINAYAK SHEVGA KONKAN RUCHIRA
VARIETIES OF DRUMSTICK ?,VARIETIES OF DRUMSTICK  -MORINGA ODISI PKM-1 PKM-2 CO-1 SIDHIVINAYAK SHEVGA KONKAN RUCHIRA
ASKING ABOUT CONTROL OF BLIGHT ATTACK ON TURMERIC ?,CONTROL OF BLIGHT ATTACK ON TURMERIC SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER. SYNGENTA
ASKING ABOUT CONTROL OF BLIGHT ATTACK ON TURMERIC ?,CONTROL OF BLIGHT ATTACK ON TURMERIC SPRAY RIDOMIL GOLD 30 GM / 15 LITERS OF WATER. SYNGENTA
ASKED ABOUT MARKET RATE OF ONION  ?,PUNE MARKET RATE OF ONION  -600-1300  RS/QUINTAL
ASKED ABOUT MARKET RATE OF ONION  ?,PUNE MARKET RATE OF ONION  -600-1300  RS/QUINTAL
VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) NIAW-917(TAPOWAN ) AJEET-202 AJEET-349
VARIETIES OF WHEAT ?,VARIETIES OF WHEAT - NIDW -15 (PANCHVATI) NIAW-301 (TRYAMBAK ) NIAW-1415 (NETRAVATI) NIAW-917(TAPOWAN ) AJEET-202 AJEET-349
YELLOWING ON BITTER GOURD ?,SPRAY MICROLA 30 ML + M 45 30 GM/15 LITER WATER
YELLOWING ON BITTER GOURD ?,SPRAY MICROLA 30 ML + M 45 30 GM/15 LITER WATER
FERTILIZER SPRAY ON ONION ?,SPRAY OF 00 52 34 60 GM /15 Lit of Water.
FERTILIZER SPRAY ON ONION ?,SPRAY OF 00 52 34 60 GM /15 Lit of Water.
ASKING ABOUT REDDNING OF COTTON ?,SPRAY MAGNESIUM SULPHATE 60 GM + 12:61:00 75 GM/15 LITER WATER AND MAGNESIUM SULPHATE 10 KG/ACRE
ASKING ABOUT REDDNING OF COTTON ?,SPRAY MAGNESIUM SULPHATE 60 GM + 12:61:00 75 GM/15 LITER WATER AND MAGNESIUM SULPHATE 10 KG/ACRE
Asked about Market rate of onion?,Market rate of onion-500-1394/qtl.
Asked about Market rate of onion?,Market rate of onion-500-1394/qtl.
Attack of White Grub ?,Humnasur 6 kg/acre(Patil Biotech)
Attack of White Grub ?,Humnasur 6 kg/acre(Patil Biotech)
FERTILIZER DOSE FOR ONION ?,FERTILIZER DOSE FOR ONION = SPRAY 19:19:19 60 GM /15 LITER WATER
FERTILIZER DOSE FOR ONION ?,FERTILIZER DOSE FOR ONION = SPRAY 19:19:19 60 GM /15 LITER WATER
ASKING ABOUT CONTROLL OF BLIGHT ATTACK ?,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL
ASKING ABOUT CONTROLL OF BLIGHT ATTACK ?,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL
VARIETIES OF BENGAL GRAM ?,"VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12"
VARIETIES OF BENGAL GRAM ?,"VARIETIES OF BENGAL GRAM - VIJAY ,DIGVIJAY, VISHAL, VIKAS, JAKI-9218, PHULE G-12"
ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT ?,CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT = 1800 233 0418
ASKING CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT ?,CONTACT NO OF ANIMAL HUSBANDARY DEPARTMENT = 1800 233 0418
ATTACK OF LEAF EATING CATERPILLAR ?,ATTACK OF LEAF EATING CATERPILLAR = Curacron 20 ML/15 LITER OF WATER
ATTACK OF LEAF EATING CATERPILLAR ?,ATTACK OF LEAF EATING CATERPILLAR = Curacron 20 ML/15 LITER OF WATER
FERTILIZER SPRAY ON ONION ?,SPRAY 00 52 34 60 GM /15 Lit of Water.
FERTILIZER SPRAY ON ONION ?,SPRAY 00 52 34 60 GM /15 Lit of Water.
VARIETIES OF PAPAYA ?,VARIETIES OF PAPAYA -TAIWAN -786 WASHINGTON CO-1 CO- 2 CO- 4 PUSA MAJESTY
VARIETIES OF PAPAYA ?,VARIETIES OF PAPAYA -TAIWAN -786 WASHINGTON CO-1 CO- 2 CO- 4 PUSA MAJESTY
ASKING ABOUT VAREITIES OF GARDEN PEA ?,"VARIETY OF GARDEN PEA : ARKEL , JAWAHAR , PHULE PRIYA"
ASKING ABOUT VAREITIES OF GARDEN PEA ?,"VARIETY OF GARDEN PEA : ARKEL , JAWAHAR , PHULE PRIYA"
farmer asking about fungal attack on bitter guard?,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL
farmer asking about fungal attack on bitter guard?,Spray m-45 30 gm /15 liter water.(Mancozeb) INDOFIL
farmer asked about fertilizer spay on pomegranate ?,SPRAY 00 52 34 60 GM + microlla 30ml  /15 Lit of Water.
farmer asked about fertilizer spay on pomegranate ?,SPRAY 00 52 34 60 GM + microlla 30ml  /15 Lit of Water.
BLIGHT ATTACK on onion  ?,BLIGHT ATTACK on onion :- Spray Antracol 30 gm/15 Liter of Water (Propineb) BAYER CROP SCIENCE
BLIGHT ATTACK on onion  ?,BLIGHT ATTACK on onion :- Spray Antracol 30 gm/15 Liter of Water (Propineb) BAYER CROP SCIENCE
ASKING ABOUT REDDENING OF COTTON ?,SPRAY MAGNESIUM SULPHATE 60 GM + 12:61:00 75 GM/15 LITER WATER AND MAGNESIUM SULPHATE 10 KG/ACRE
ASKING ABOUT REDDENING OF COTTON ?,SPRAY MAGNESIUM SULPHATE 60 GM + 12:61:00 75 GM/15 LITER WATER AND MAGNESIUM SULPHATE 10 KG/ACRE
FARMER ASKED ABOUT MARKET RATE OF soybean ?,MARKET RATE OF soybean-SHRIRAMPUR= 2900-3050 RS/QTL
FARMER ASKED ABOUT MARKET RATE OF soybean ?,MARKET RATE OF soybean-SHRIRAMPUR= 2900-3050 RS/QTL
pink bollworm control on cotton crop?,you can spray profex super 40 mili +asefet 30 gram /pamp water use for pink bollworm control on cotton crop
pink bollworm control on cotton crop?,you can spray profex super 40 mili +asefet 30 gram /pamp water use for pink bollworm control on cotton crop
asked about attack of mealy bug,Methyl demeton 25% flow 30 ml or dimethoate 30% water flow 26 ml for breeding of pests. Or 50 percent of methionone fluid spray 20 ml of any one of these insecticides mixed in 10 liters of water.
asked about attack of mealy bug,Methyl demeton 25% flow 30 ml or dimethoate 30% water flow 26 ml for breeding of pests. Or 50 percent of methionone fluid spray 20 ml of any one of these insecticides mixed in 10 liters of water.
Asked about Attack of sucking pest?,Spray of bio-303 15ml/15 liter water.
Asked about Attack of sucking pest?,Spray of bio-303 15ml/15 liter water.
VARIETIES OF ONION ?,VARIETIES OF ONION -  NO -53 POONA FURSUNGI BASWANT-780 NO-2-4-1 PHULE SUVARNA AGRIFOUND DARK RED.
VARIETIES OF ONION ?,VARIETIES OF ONION -  NO -53 POONA FURSUNGI BASWANT-780 NO-2-4-1 PHULE SUVARNA AGRIFOUND DARK RED.
SEED TREATMENT TO SUGARCANE SETS ?,SETS ARE TREATED WITH 100 GM CARBENDAZIM + 300 ML MALATHION /100 LITERS OF WATER FOR 10 MIN AND THEN 10 KG AZATOBACTOR+ 1.25 KG PSB /100 LITERS OF WATER FOR 30 MIN
SEED TREATMENT TO SUGARCANE SETS ?,SETS ARE TREATED WITH 100 GM CARBENDAZIM + 300 ML MALATHION /100 LITERS OF WATER FOR 10 MIN AND THEN 10 KG AZATOBACTOR+ 1.25 KG PSB /100 LITERS OF WATER FOR 30 MIN
attack of sucking pest on chilli?,Spray Confidor 10 ml /15 litar water (Imidacloprid 17.8 %)
attack of sucking pest on chilli?,Spray Confidor 10 ml /15 litar water (Imidacloprid 17.8 %)
asked varieties of french bean,"variety- varun,HPR -35_3"
asked varieties of french bean,"variety- varun,HPR -35_3"
Farmer Asked About Market Rate?,MARKET RATE OF COTTON- QUINTAL Min - 5150  Max -5211  Average-5211
Farmer Asked About Market Rate?,MARKET RATE OF COTTON- QUINTAL Min - 5150  Max -5211  Average-5211
Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK
Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK
asked about snail control on grass ?,spray dimtheote 2 ml / 15 litre water
asked about snail control on grass ?,spray dimtheote 2 ml / 15 litre water
asking about watermalon variety?,"Sugar Baby - This caste is popular in Maharashta. The fruit is medium size of 4 to 5 kg, and the color of the fruit is huge in diamonds and the red is very sweet and the seeds are small."
asking about watermalon variety?,"Sugar Baby - This caste is popular in Maharashta. The fruit is medium size of 4 to 5 kg, and the color of the fruit is huge in diamonds and the red is very sweet and the seeds are small."
Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK
Asking about weather forecast ?,THIS WEEK WEATHER IS CLOUDY AND NO RAINFALL CHANCES DURING THIS WEEK
ASKING ABOUT CONTROLL OF BLIGHT ATTACK on onion ?,Spray Antracol 30 gm/15 Liter of Water (Propineb) BAYER CROP SCIENCE
ASKING ABOUT CONTROLL OF BLIGHT ATTACK on onion ?,Spray Antracol 30 gm/15 Liter of Water (Propineb) BAYER CROP SCIENCE
Attack of Jassids/Leaf hoppers?,Spray Rogar 15ml/15 Liter of Water(Dimethoate)-Cheminova
Attack of Jassids/Leaf hoppers?,Spray Rogar 15ml/15 Liter of Water(Dimethoate)-Cheminova
WEED MANAGEMENT IN ONION ?,SPRAY GOAL 20 ML / 15 LITERS OF WATER 21 DAYS AFTER TRANSPLANTING
WEED MANAGEMENT IN ONION ?,SPRAY GOAL 20 ML / 15 LITERS OF WATER 21 DAYS AFTER TRANSPLANTING
ASKED ABOUT BLIGHT ATTACK ON GINGER  ?,BLIGHT ATTACK ON GINGER-Spray Score  8 ml/15 Liter of Water (Difenconyazol 25%EC)-Syngenta
